1D0030100100101200000116
Date, Time, Duration (hrs:min:sec.micro), Classification (60 seconds threshold), Detection count, Antenna 1, , Antenna 2, Antenna 3, Antenna 4 
2017-10-24,18:47:58,00:00:03,A,16,0,0,10,6
2017-10-24,18:48:10,00:00:02,B,17,10,7,0,0
2017-10-24,18:52:48,00:00:09,B,15,9,6,0,0
2017-10-24,18:53:06,00:00:02,A,7,0,0,2,5
2017-10-24,19:29:49,00:00:20,B,7,7,0,0,0
2017-10-24,20:02:30,00:00:04,A,10,0,0,5,5
2017-10-24,20:02:42,00:00:04,B,16,8,8,0,0
2017-10-25,18:36:20,00:01:00,B,37,19,18,0,0
2017-10-25,18:37:31,00:00:01,A,5,0,0,1,4
2017-10-25,19:07:56,00:00:00,B,2,1,1,0,0
2017-10-25,19:09:21,00:00:25,A,8,0,0,8,0
2017-10-25,19:10:24,00:00:58,B,4,4,0,0,0
2017-10-25,19:48:11,00:00:32,A,22,0,0,14,8
2017-10-25,19:48:00,00:00:03,B,11,5,6,0,0
2017-10-25,19:50:35,00:00:00,B,1,1,0,0,0
2017-10-25,19:50:40,00:00:05,A,8,0,0,5,3
2017-10-25,20:20:22,00:00:00,B,1,1,0,0,0
2017-10-25,20:20:31,00:00:37,A,9,0,0,7,2
2017-10-25,20:21:21,00:00:04,B,23,15,8,0,0
2017-10-25,20:23:25,00:00:03,B,11,6,5,0,0
2017-10-25,20:23:39,00:00:01,A,3,0,0,2,1
2017-10-25,21:19:01,00:00:33,A,6,0,0,6,0
2017-10-25,21:22:29,00:02:21,A,242,0,0,109,133
2017-10-25,21:25:03,00:00:09,B,35,16,19,0,0
2017-10-26,19:10:18,00:00:06,B,16,9,7,0,0
2017-10-26,19:10:35,00:00:03,A,7,0,0,5,2
2017-10-26,19:46:21,00:00:03,B,4,4,0,0,0
2017-10-26,19:47:47,00:00:00,B,1,1,0,0,0
2017-10-26,20:12:11,00:00:08,A,10,0,0,5,5
2017-10-26,20:12:31,00:00:05,B,15,10,5,0,0
2017-10-27,18:49:34,00:00:03,B,7,4,3,0,0
2017-10-27,18:49:36,00:00:00,A,1,0,0,1,0
