1D0030100100101200000210
Date, Time, Duration (hrs:min:sec.micro), Classification (60 seconds threshold), Detection count, Antenna 1, , Antenna 2, Antenna 3, Antenna 4 
2017-10-31,19:30:53,00:00:07,A,15,0,0,5,10
2017-10-31,19:31:19,00:00:03,B,11,5,6,0,0
2017-11-01,17:12:30,00:00:13,B,46,24,22,0,0
2017-11-01,17:13:13,00:00:02,A,6,0,0,3,3
2017-11-01,17:36:11,00:01:07,A,69,0,0,39,30
2017-11-01,17:37:43,00:00:02,B,7,3,4,0,0
2017-11-01,18:19:06,00:00:03,B,8,7,1,0,0
2017-11-01,18:19:32,00:00:03,A,12,0,0,7,5
2017-11-01,18:51:20,00:00:01,A,6,0,0,4,2
2017-11-01,18:51:27,00:00:01,B,6,4,2,0,0
2017-11-01,18:54:12,00:00:04,B,10,6,4,0,0
2017-11-01,18:54:25,00:00:01,A,3,0,0,2,1
2017-11-01,19:29:58,00:00:26,A,27,0,0,16,11
2017-11-01,19:30:30,00:00:02,B,4,2,2,0,0
2017-11-01,19:33:04,00:01:18,B,63,26,37,0,0
2017-11-01,19:34:34,00:00:04,A,16,0,0,6,10
2017-11-01,20:07:41,00:00:03,A,4,0,0,0,4
2017-11-01,20:07:56,00:00:04,B,13,7,6,0,0
2017-11-01,20:11:02,00:00:42,B,47,23,24,0,0
2017-11-01,20:12:07,00:00:01,A,4,0,0,1,3
2017-11-01,20:43:42,00:00:08,A,28,0,0,16,12
2017-11-01,20:44:14,00:00:07,B,31,19,12,0,0
2017-11-02,19:09:06,00:00:07,B,16,7,9,0,0
2017-11-02,19:09:39,00:00:07,A,22,0,0,14,8
2017-11-02,19:31:51,00:00:25,A,65,0,0,36,29
2017-11-02,19:32:24,00:00:11,B,24,11,13,0,0
2017-11-02,20:10:01,00:00:17,B,29,13,16,0,0
2017-11-02,20:41:13,00:01:08,B,43,21,22,0,0
2017-11-02,20:42:30,00:00:01,A,7,0,0,3,4
2017-11-02,20:42:39,00:00:00,B,2,1,1,0,0
2017-11-02,20:42:54,00:00:02,A,8,0,0,4,4
2017-11-02,21:11:51,00:00:03,A,8,0,0,8,0
2017-11-02,21:13:13,00:00:04,A,12,0,0,9,3
2017-11-02,21:13:40,00:00:03,B,11,5,6,0,0
2017-11-05,18:06:35,00:00:05,B,19,9,10,0,0
2017-11-05,18:07:03,00:00:02,A,5,0,0,4,1
2017-11-05,18:34:05,00:00:01,A,8,0,0,3,5
2017-11-05,18:34:15,00:00:26,B,39,29,10,0,0
2017-11-05,18:39:41,00:00:43,B,63,20,43,0,0
2017-11-05,18:40:36,00:00:03,A,8,0,0,4,4
2017-11-05,18:40:53,00:01:09,B,130,66,64,0,0
2017-11-05,18:42:14,00:00:42,A,24,0,0,13,11
2017-11-05,19:09:48,00:00:10,A,12,0,0,7,5
2017-11-05,19:10:06,00:00:02,B,13,6,7,0,0
2017-11-05,19:15:24,00:00:18,B,35,17,18,0,0
2017-11-05,19:15:51,00:00:02,A,7,0,0,5,2
2017-11-05,19:42:32,00:00:09,A,24,0,0,13,11
2017-11-05,19:43:04,00:00:11,B,43,16,27,0,0
2017-11-06,17:52:39,00:00:21,B,47,24,23,0,0
2017-11-06,17:52:59,00:00:00,A,1,0,0,1,0
2017-11-06,17:52:00,00:00:18,B,55,32,23,0,0
2017-11-06,17:53:49,00:00:04,A,13,0,0,9,4
2017-11-06,18:30:17,00:00:19,A,19,0,0,10,9
2017-11-06,18:30:46,00:00:02,B,6,4,2,0,0
2017-11-06,18:40:01,00:00:33,B,91,46,45,0,0
2017-11-06,18:40:46,00:00:07,A,24,0,0,15,9
2017-11-06,19:12:10,00:00:33,A,68,0,0,37,31
2017-11-06,19:12:56,00:00:04,B,17,9,8,0,0
2017-11-07,18:30:10,00:01:12,B,127,65,62,0,0
2017-11-07,18:31:30,00:00:03,A,8,0,0,2,6
2017-11-07,18:43:19,00:00:22,A,34,0,0,21,13
2017-11-07,18:43:50,00:00:10,B,34,17,17,0,0
2017-11-07,18:44:10,00:00:12,A,29,0,0,15,14
2017-11-07,18:44:31,00:00:03,B,8,2,6,0,0
2017-11-07,18:49:21,00:00:07,B,12,6,6,0,0
2017-11-07,18:49:41,00:00:05,A,19,0,0,14,5
