1D0030100100101200000141
Date, Time, Duration (hrs:min:sec.micro), Classification (60 seconds threshold), Detection count, Antenna 1, , Antenna 2, Antenna 3, Antenna 4 
2017-10-24,20:14:27,00:00:00,A,1,0,0,1,0
2017-10-25,13:02:22,00:00:09,A,26,0,0,12,14
2017-10-25,13:06:35,00:02:20,A,311,0,0,161,150
2017-10-25,13:12:43,00:07:36,B,1399,689,710,0,0
2017-10-25,17:19:21,00:00:23,B,53,26,27,0,0
2017-10-25,17:19:55,00:00:04,A,16,0,0,10,6
2017-10-25,17:33:44,00:00:03,A,12,0,0,6,6
2017-10-25,20:13:24,00:00:23,A,24,0,0,14,10
2017-10-25,20:13:53,00:00:04,B,18,7,11,0,0
2017-10-25,20:18:07,00:00:04,B,10,6,4,0,0
2017-10-25,20:18:45,00:00:03,A,6,0,0,4,2
2017-10-26,15:57:54,00:01:43,A,244,0,0,146,98
2017-10-26,16:02:03,00:05:40,A,1229,0,0,646,583
2017-10-26,16:11:01,00:01:31,A,281,0,0,147,134
2017-10-26,16:13:37,00:02:28,B,428,227,201,0,0
2017-10-26,18:45:40,00:00:33,B,53,32,21,0,0
2017-10-26,18:46:23,00:00:08,A,15,0,0,9,6
2017-10-26,19:05:06,00:00:37,A,43,0,0,23,20
2017-10-26,19:05:54,00:00:06,B,24,10,14,0,0
2017-10-26,19:12:20,00:00:50,B,35,17,18,0,0
2017-10-26,19:13:23,00:00:23,A,81,0,0,41,40
2017-10-26,19:14:01,00:01:54,B,82,45,37,0,0
2017-10-26,19:16:12,00:00:04,A,15,0,0,9,6
2017-10-26,19:43:22,00:00:03,A,6,0,0,4,2
2017-10-26,19:43:40,00:00:03,B,8,4,4,0,0
2017-10-26,19:48:03,00:00:02,B,10,2,8,0,0
2017-10-26,19:48:16,00:00:03,A,7,0,0,3,4
