1D0030100100101200000184
Date, Time, Duration (hrs:min:sec.micro), Classification (60 seconds threshold), Detection count, Antenna 1, , Antenna 2, Antenna 3, Antenna 4 
2017-10-27,19:57:49,00:00:00,A,1,0,0,1,0
2017-10-27,19:57:54,00:00:05,B,14,5,9,0,0
2017-10-27,20:02:21,00:00:04,B,14,8,6,0,0
2017-10-27,20:02:50,00:00:03,A,7,0,0,1,6
2017-10-27,20:32:15,00:00:05,A,13,0,0,5,8
2017-10-27,20:32:31,00:00:20,B,29,9,20,0,0
2017-10-28,18:28:44,00:00:32,B,17,7,10,0,0
2017-10-28,18:29:20,00:00:02,A,5,0,0,2,3
2017-10-28,18:40:13,00:00:22,A,27,0,0,27,0
2017-10-28,18:45:12,00:00:04,A,15,0,0,10,5
2017-10-28,18:45:24,00:00:04,B,21,10,11,0,0
2017-10-28,18:56:58,00:00:05,B,20,10,10,0,0
2017-10-28,18:57:12,00:00:33,A,68,0,0,38,30
2017-10-28,18:57:57,00:00:00,B,2,0,2,0,0
2017-10-28,18:58:06,00:00:00,A,1,0,0,0,1
2017-10-28,19:30:45,00:00:02,A,6,0,0,5,1
2017-10-28,19:30:53,00:00:08,B,20,9,11,0,0
2017-10-28,19:31:08,00:00:40,A,20,0,0,12,8
2017-10-28,19:31:52,00:00:01,B,3,2,1,0,0
2017-10-28,19:33:21,00:00:06,B,16,6,10,0,0
2017-10-28,19:33:30,00:00:25,A,38,0,0,19,19
2017-10-28,19:33:00,00:00:11,B,30,22,8,0,0
2017-10-28,19:34:20,00:00:03,A,9,0,0,6,3
2017-10-28,20:05:31,00:00:03,A,12,0,0,4,8
2017-10-28,20:05:44,00:00:04,B,13,5,8,0,0
2017-10-29,18:44:52,00:00:14,B,18,11,7,0,0
2017-10-29,18:45:20,00:00:01,A,5,0,0,3,2
2017-10-29,19:17:51,00:01:23,A,32,0,0,32,0
2017-10-29,19:20:36,00:00:09,A,4,0,0,4,0
2017-10-29,19:22:01,00:00:06,A,8,0,0,8,0
2017-10-29,19:24:03,00:00:03,A,5,0,0,5,0
2017-10-29,19:25:33,00:00:00,A,1,0,0,1,0
2017-10-29,19:28:21,00:00:08,A,13,0,0,13,0
2017-10-29,19:35:36,00:00:06,A,22,0,0,7,15
2017-10-29,19:35:47,00:00:03,B,11,6,5,0,0
2017-10-30,20:19:59,00:00:14,B,44,21,23,0,0
2017-10-30,20:20:25,00:01:04,A,125,0,0,60,65
2017-10-30,20:21:29,00:00:00,B,1,1,0,0,0
2017-10-30,20:21:29,00:00:01,A,3,0,0,0,3
2017-10-30,20:21:30,00:00:00,B,1,1,0,0,0
2017-10-30,20:21:30,00:00:16,A,25,0,0,14,11
2017-10-30,20:21:52,00:00:16,B,61,31,30,0,0
2017-11-01,18:02:36,00:00:05,B,13,7,6,0,0
2017-11-01,18:02:51,00:00:02,A,7,0,0,3,4
2017-11-01,18:29:15,00:00:01,A,4,0,0,3,1
2017-11-01,18:29:21,00:00:10,B,17,7,10,0,0
2017-11-01,18:29:40,00:00:04,A,17,0,0,8,9
2017-11-01,18:29:50,00:00:02,B,9,3,6,0,0
2017-11-01,18:37:41,00:00:31,B,31,10,21,0,0
2017-11-01,18:38:20,00:00:01,A,2,0,0,0,2
2017-11-01,19:20:57,00:00:01,A,4,0,0,3,1
2017-11-01,19:21:08,00:00:04,B,12,4,8,0,0
2017-11-01,19:22:57,00:01:27,B,96,48,48,0,0
2017-11-01,19:24:33,00:00:02,A,7,0,0,3,4
2017-11-01,19:57:01,00:00:02,A,8,0,0,4,4
2017-11-01,19:57:12,00:00:06,B,19,7,12,0,0
2017-11-02,05:11:27,00:00:16,B,61,29,32,0,0
2017-11-02,05:12:01,00:00:12,A,47,0,0,23,24
2017-11-02,05:30:52,00:00:04,A,15,0,0,7,8
2017-11-02,05:33:50,00:00:36,B,107,47,60,0,0
2017-11-02,05:34:45,00:00:15,A,57,0,0,25,32
2017-11-02,05:44:28,00:00:38,A,33,0,0,23,10
2017-11-02,05:59:50,00:03:37,A,793,0,0,421,372
2017-11-02,06:22:09,00:00:07,A,21,0,0,10,11
2017-11-02,06:22:24,00:00:05,B,19,8,11,0,0
2017-11-02,18:02:40,00:00:03,B,17,8,9,0,0
2017-11-02,18:03:06,00:00:01,A,4,0,0,3,1
2017-11-02,18:07:18,00:00:03,A,7,0,0,3,4
2017-11-02,18:07:33,00:00:07,B,20,5,15,0,0
2017-11-02,19:23:27,00:00:02,B,12,5,7,0,0
2017-11-02,19:23:38,00:00:03,A,10,0,0,5,5
2017-11-02,19:50:50,00:00:03,A,8,0,0,6,2
2017-11-02,19:51:02,00:00:06,B,23,9,14,0,0
2017-11-02,20:22:09,00:00:02,B,9,5,4,0,0
2017-11-02,20:22:21,00:00:07,A,28,0,0,17,11
2017-11-02,20:56:54,00:00:01,A,4,0,0,2,2
2017-11-02,20:56:00,00:00:01,B,3,2,1,0,0
2017-11-02,20:58:10,00:00:10,B,16,11,5,0,0
2017-11-02,20:58:26,00:00:13,A,37,0,0,19,18
2017-11-02,21:20:31,00:00:19,A,54,0,0,27,27
2017-11-02,21:20:57,00:01:25,B,75,32,43,0,0
2017-11-05,18:02:14,00:00:08,B,18,10,8,0,0
2017-11-05,18:02:31,00:00:02,A,8,0,0,5,3
2017-11-05,18:20:41,00:00:00,A,3,0,0,2,1
2017-11-05,18:20:51,00:00:04,B,6,4,2,0,0
2017-11-05,18:32:39,00:00:13,B,8,6,2,0,0
2017-11-05,18:32:58,00:00:03,A,5,0,0,4,1
2017-11-05,19:04:22,00:00:03,A,11,0,0,5,6
2017-11-05,19:04:29,00:00:01,B,4,3,1,0,0
2017-11-05,19:08:01,00:00:03,B,13,4,9,0,0
2017-11-05,19:08:09,00:00:01,A,5,0,0,4,1
2017-11-05,19:34:46,00:00:40,A,80,0,0,39,41
2017-11-05,19:35:36,00:00:05,B,11,5,6,0,0
2017-11-06,17:54:27,00:00:02,B,6,2,4,0,0
2017-11-06,17:54:34,00:00:05,A,8,0,0,3,5
2017-11-06,18:27:20,00:00:03,A,6,0,0,4,2
2017-11-06,18:27:38,00:00:24,B,26,12,14,0,0
2017-11-06,18:34:03,00:00:03,B,12,7,5,0,0
2017-11-06,18:34:14,00:00:03,A,6,0,0,4,2
2017-11-06,19:17:55,00:00:02,A,8,0,0,3,5
2017-11-06,19:18:12,00:00:05,B,15,8,7,0,0
2017-11-06,21:14:21,00:00:06,A,23,0,0,14,9
2017-11-06,21:14:34,00:00:04,B,18,8,10,0,0
2017-11-07,18:48:45,00:01:47,B,88,46,42,0,0
2017-11-07,18:50:48,00:00:00,A,3,0,0,2,1
2017-11-07,19:08:50,00:00:25,A,30,0,0,17,13
2017-11-07,19:09:20,00:00:04,B,10,2,8,0,0
2017-11-07,19:12:52,00:00:00,B,2,1,1,0,0
2017-11-07,19:13:05,00:00:01,A,5,0,0,2,3
2017-11-07,19:52:41,00:00:21,A,27,0,0,20,7
2017-11-07,19:53:08,00:00:03,B,10,6,4,0,0
2017-11-07,19:53:16,00:00:09,A,22,0,0,10,12
2017-11-07,19:53:28,00:00:01,B,5,4,1,0,0
2017-11-07,19:57:12,00:00:02,B,8,5,3,0,0
2017-11-07,19:57:27,00:00:02,A,9,0,0,4,5
2017-11-07,20:37:24,00:00:03,A,17,0,0,7,10
2017-11-07,20:37:34,00:00:06,B,22,11,11,0,0
2017-11-10,17:48:30,00:00:00,A,2,0,0,1,1
