1D0030100100101200000168
Date, Time, Duration (hrs:min:sec.micro), Classification (60 seconds threshold), Detection count, Antenna 1, , Antenna 2, Antenna 3, Antenna 4 
2017-10-27,20:45:53,00:00:09,A,29,0,0,17,12
2017-10-27,20:46:28,00:00:05,B,17,10,7,0,0
2017-10-28,18:24:20,00:00:13,B,43,23,20,0,0
2017-10-28,18:24:39,00:01:31,A,147,0,0,76,71
2017-10-28,19:20:18,00:00:00,A,1,0,0,1,0
2017-10-28,19:22:31,00:00:09,A,6,0,0,6,0
2017-10-28,19:45:58,00:00:01,B,2,2,0,0,0
2017-10-28,19:47:31,00:00:04,B,2,1,1,0,0
2017-10-28,19:50:45,00:00:06,A,17,0,0,10,7
2017-10-28,19:51:20,00:00:08,B,17,9,8,0,0
2017-10-29,18:55:05,00:02:10,B,226,100,126,0,0
2017-10-29,18:57:29,00:00:00,A,1,0,0,0,1
2017-10-29,19:08:21,00:00:25,A,31,0,0,13,18
2017-10-29,19:08:58,00:00:02,B,5,3,2,0,0
2017-10-30,20:04:50,00:04:14,B,195,92,103,0,0
2017-10-30,20:09:16,00:00:06,A,19,0,0,9,10
2017-10-30,20:18:04,00:00:38,A,88,0,0,41,47
2017-10-30,20:19:08,00:00:11,B,34,18,16,0,0
2017-10-31,17:50:23,00:00:14,B,46,20,26,0,0
2017-10-31,17:51:44,00:01:50,A,254,0,0,126,128
2017-10-31,18:37:55,00:00:04,A,10,0,0,4,6
2017-10-31,18:38:10,00:00:05,B,14,7,7,0,0
2017-11-01,16:52:24,00:00:08,B,17,7,10,0,0
2017-11-01,16:52:42,00:00:08,A,23,0,0,13,10
2017-11-01,18:08:12,00:00:00,B,2,2,0,0,0
2017-11-01,18:10:55,00:00:27,B,4,4,0,0,0
2017-11-01,18:13:00,00:00:06,B,4,4,0,0,0
2017-11-01,18:42:04,00:00:00,B,1,1,0,0,0
2017-11-01,19:00:14,00:00:33,B,11,9,2,0,0
2017-11-01,20:36:35,00:00:05,B,5,5,0,0,0
2017-11-01,20:41:34,00:00:10,A,8,0,0,8,0
2017-11-01,20:46:35,00:00:10,A,39,0,0,21,18
2017-11-01,20:47:00,00:00:30,B,94,52,42,0,0
2017-11-02,17:20:31,00:00:38,B,46,25,21,0,0
2017-11-02,17:21:18,00:00:03,A,12,0,0,7,5
2017-11-02,17:26:44,00:00:04,A,10,0,0,4,6
2017-11-02,17:27:02,00:01:07,B,93,48,45,0,0
2017-11-02,17:30:43,00:00:12,B,50,24,26,0,0
2017-11-02,17:31:15,00:01:26,A,302,0,0,154,148
2017-11-02,17:32:51,00:00:06,B,26,8,18,0,0
2017-11-02,19:38:26,00:00:16,B,17,5,12,0,0
2017-11-02,19:38:52,00:00:27,A,55,0,0,35,20
2017-11-02,21:05:39,00:00:02,B,3,3,0,0,0
2017-11-02,21:11:00,00:00:30,A,50,0,0,50,0
2017-11-02,21:14:00,00:00:11,A,13,0,0,13,0
2017-11-02,21:31:50,00:00:12,A,13,0,0,12,1
2017-11-02,21:46:49,00:00:18,A,68,0,0,40,28
2017-11-02,21:47:20,00:00:03,B,16,11,5,0,0
2017-11-05,17:33:58,00:00:36,B,32,19,13,0,0
2017-11-05,17:34:50,00:00:02,A,9,0,0,5,4
2017-11-05,18:07:31,00:00:20,B,29,23,6,0,0
2017-11-05,18:13:58,00:00:04,B,2,2,0,0,0
2017-11-05,18:51:39,00:00:00,B,1,1,0,0,0
2017-11-05,18:51:48,00:00:01,A,2,0,0,2,0
2017-11-05,19:06:06,00:00:00,B,1,1,0,0,0
2017-11-05,19:08:12,00:00:00,A,1,0,0,1,0
2017-11-05,19:24:02,00:00:05,B,3,3,0,0,0
2017-11-05,19:24:47,00:00:29,A,5,0,0,5,0
2017-11-05,19:50:10,00:00:07,B,3,0,3,0,0
2017-11-05,20:21:54,00:00:00,B,2,2,0,0,0
2017-11-05,20:24:10,00:00:00,B,1,1,0,0,0
2017-11-05,20:25:30,00:00:01,B,4,4,0,0,0
2017-11-05,20:47:10,00:00:02,B,6,6,0,0,0
2017-11-05,21:41:18,00:00:04,A,13,0,0,6,7
2017-11-05,21:41:59,00:00:09,B,33,12,21,0,0
2017-11-06,16:31:36,00:00:03,B,14,9,5,0,0
2017-11-06,16:32:01,00:00:02,A,6,0,0,4,2
2017-11-06,16:46:36,00:00:00,B,1,0,1,0,0
2017-11-06,17:50:45,00:00:00,B,1,1,0,0,0
2017-11-06,17:52:55,00:00:00,B,1,1,0,0,0
2017-11-06,18:43:56,00:00:06,B,4,4,0,0,0
2017-11-06,19:14:47,00:00:01,B,2,2,0,0,0
2017-11-06,19:24:04,00:00:35,B,3,3,0,0,0
2017-11-06,19:25:23,00:00:08,A,11,0,0,11,0
2017-11-06,19:33:49,00:00:21,B,3,2,1,0,0
2017-11-06,20:25:10,00:00:52,B,16,15,1,0,0
2017-11-06,20:56:18,00:00:02,B,5,5,0,0,0
2017-11-06,21:15:15,00:00:02,B,5,4,1,0,0
2017-11-06,21:16:07,00:00:09,A,35,0,0,18,17
2017-11-06,21:16:33,00:00:05,B,21,9,12,0,0
2017-11-07,17:26:05,00:00:04,B,15,5,10,0,0
2017-11-07,17:26:16,00:00:03,A,12,0,0,7,5
